,from,to,distance
485,Pfarrkirchen,Freising,88.23565616338502
486,Pfarrkirchen,Moosburg a.d. Isar,74.24600991486847
487,Pfarrkirchen,Vilsbiburg,43.03239712678897
488,Pfarrkirchen,Landau a.d. Isar,32.118462932477534
489,Pfarrkirchen,Mainburg,88.25427559618122
490,Pfarrkirchen,Abensberg,91.14305178865507
491,Pfarrkirchen,Schierling,74.12184324657281
492,Pfarrkirchen,Schrobenhausen,124.12081415271561
493,Pfarrkirchen,Erding,77.42664153191859
494,Pfarrkirchen,Pfarrkirchen,0.0
495,Pfarrkirchen,Osterhofen,30.608385583622912
496,Pfarrkirchen,Eichstätt,138.70215183082215
497,Pfarrkirchen,Neuburg a.d. Donau,133.7657640139334
498,Pfarrkirchen,Kösching,113.79932396229081
499,Pfarrkirchen,Pfaffenhofen a.d. Ilm,105.96791815161708
500,Osterhofen,München,123.74077955800938
501,Osterhofen,Augsburg,160.57315498574192
502,Osterhofen,Ingolstadt,117.18189457204838
503,Osterhofen,Regensburg,76.17459380708334
504,Osterhofen,Landshut,66.44640785700523
505,Osterhofen,Straubing,38.59273884202778
506,Osterhofen,Passau,35.34232451451586
507,Osterhofen,Deggendorf,15.217652990896898
508,Osterhofen,Burghausen,61.949146847977055
509,Osterhofen,"Weißenburg, Bayern",154.20734454994755
510,Osterhofen,Freising,99.72230178456932
511,Osterhofen,Moosburg a.d. Isar,84.11569857892432
512,Osterhofen,Vilsbiburg,56.42092691009255
513,Osterhofen,Landau a.d. Isar,24.406511009132814
514,Osterhofen,Mainburg,91.16734112685356
515,Osterhofen,Abensberg,86.48125404351282
516,Osterhofen,Schierling,66.38542550122584
517,Osterhofen,Schrobenhausen,129.89137637519576
518,Osterhofen,Erding,93.01395770836642
519,Osterhofen,Pfarrkirchen,30.608385583622912
520,Osterhofen,Osterhofen,0.0
521,Osterhofen,Eichstätt,136.16794164583325
522,Osterhofen,Neuburg a.d. Donau,135.08169103019745
523,Osterhofen,Kösching,112.06330637120735
524,Osterhofen,Pfaffenhofen a.d. Ilm,112.76081323456175
525,Eichstätt,München,88.8958678325137
526,Eichstätt,Augsburg,61.971720983274864
527,Eichstätt,Ingolstadt,22.838544488217025
528,Eichstätt,Regensburg,68.16450505235173
529,Eichstätt,Landshut,81.35128459365534
530,Eichstätt,Straubing,101.33043831274863
531,Eichstätt,Passau,170.70625191162054
532,Eichstätt,Deggendorf,130.24054034974964
533,Eichstätt,Burghausen,146.3417548315353
534,Eichstätt,"Weißenburg, Bayern",21.734770282735106
535,Eichstätt,Freising,68.49888577195487
536,Eichstätt,Moosburg a.d. Isar,72.64752683943642
537,Eichstätt,Vilsbiburg,99.25651460873311
538,Eichstätt,Landau a.d. Isar,113.19783110061248
539,Eichstätt,Mainburg,52.075683119202
540,Eichstätt,Abensberg,49.69478580786777
541,Eichstätt,Schierling,70.06207380958058
542,Eichstätt,Schrobenhausen,37.39830563911603
543,Eichstätt,Erding,84.20965189518034
544,Eichstätt,Pfarrkirchen,138.70215183082215
545,Eichstätt,Osterhofen,136.16794164583325
546,Eichstätt,Eichstätt,0.0
547,Eichstätt,Neuburg a.d. Donau,17.365657440789857
548,Eichstätt,Kösching,24.903675562641556
549,Eichstätt,Pfaffenhofen a.d. Ilm,46.93020760627251
550,Neuburg a.d. Donau,München,72.83685994780805
551,Neuburg a.d. Donau,Augsburg,45.884573834458024
552,Neuburg a.d. Donau,Ingolstadt,18.227498356251015
553,Neuburg a.d. Donau,Regensburg,74.10681165298442
554,Neuburg a.d. Donau,Landshut,74.84654511160558
555,Neuburg a.d. Donau,Straubing,103.06567739087377
556,Neuburg a.d. Donau,Passau,168.54240369818572
557,Neuburg a.d. Donau,Deggendorf,131.0294732006835
558,Neuburg a.d. Donau,Burghausen,137.86110355735778
559,Neuburg a.d. Donau,"Weißenburg, Bayern",35.98201266607438
560,Neuburg a.d. Donau,Freising,55.88999651128895
561,Neuburg a.d. Donau,Moosburg a.d. Isar,63.06092156780275
562,Neuburg a.d. Donau,Vilsbiburg,92.27210203457567
563,Neuburg a.d. Donau,Landau a.d. Isar,111.18345402201022
564,Neuburg a.d. Donau,Mainburg,45.51538488633381
565,Neuburg a.d. Donau,Abensberg,50.776130994054235
566,Neuburg a.d. Donau,Schierling,71.09460550254
567,Neuburg a.d. Donau,Schrobenhausen,20.54764095817017
568,Neuburg a.d. Donau,Erding,71.9011187589721
